channel1,channel2,channel3
0.018238503816576625,0.05250348275153399,0.059769304937896624
0.05283962930042733,0.08836918575527766,0.0758632486324587
0.08521571208893741,0.11177955385637948,0.0881973945134004
0.08667397084003757,0.10679741989532275,0.08395685919307665
0.07669208699447874,0.09298332118511998,0.07033835489870356
0.07854743028813199,0.0873996511634243,0.06731760131180627
0.08151871807206376,0.08156121292781093,0.08016118544612018
0.06998272748237472,0.06720219331561758,0.09463353695389179
0.04602757551007682,0.04613427740359214,0.08823327044673647
0.021627414998710796,0.023332522257960314,0.05608125899094838
0.0025262792448636543,0.0018116850767479044,0.01756485696134105
-0.014164964112799189,-0.01864761787980753,-0.011049787467510301
-0.028603779634255682,-0.03474755362043832,-0.027789497962121684
-0.036511239059235416,-0.04181737155665378,-0.0345843997359738
-0.03534737057244186,-0.039588149684874126,-0.03385253069591792
-0.021552105861330037,-0.026991276885611357,-0.025328408935267117
0.006524509811260332,-0.004090445212344878,-0.007648748987250637
0.03814750122596282,0.019489768364702065,0.012391547374279409
0.059254598548224735,0.03372140386993658,0.026727570335373943
0.06699090084279365,0.04022507021966831,0.03678000685614143
0.06252027659646311,0.04406782411292656,0.04383321535001326
0.04454877790332736,0.04108845138905599,0.04018822052306831
0.021805418414338043,0.028477424800131122,0.02504140146857854
0.015007057194420406,0.018867001619569973,0.01111436414751523
0.03110952002347004,0.02158452923469183,0.004764323947030415
0.04963556781913683,0.027373429206487866,0.0037813233736220314
0.055810917084359105,0.0299352651353267,0.010640801827479075
0.05873428087177585,0.03493862978087658,0.0241803790685128
0.05927513740387403,0.04079829870098308,0.0326542745224931
0.04290566945138353,0.03716785165265622,0.030939404909028842
0.00613427155392367,0.022384218350600085,0.027645994228777396
-0.032773167331063176,0.008853195433639173,0.03273320157583246
-0.04810884621587235,0.01187502952649603,0.05131693504391797
-0.02936371729327971,0.03706169823019053,0.08202673397959595
0.0140417309789034,0.07807230377610501,0.11897894531575053
0.06281466686076972,0.12221089683734203,0.15690698203864628
0.10103063093889687,0.15667537466453849,0.18855673042772936
0.124657161220806,0.17263377250854836,0.20333043977552395
0.13934928929527052,0.17204639023757148,0.1964135598283292
0.1537470271054284,0.1693996315707601,0.1768396506001681
0.1639342995074802,0.17026301274014777,0.1553786672785296
0.14850961891485742,0.15588983933829234,0.1277326730497522
0.09543721591707138,0.10855956670825333,0.08536319577985069
0.0229692869011316,0.04087614454412459,0.03293410680251447
-0.041022941016864545,-0.022483294878234736,-0.01943758068148403
-0.09386257031729187,-0.081115368553455,-0.07435645943234366
-0.149769335394681,-0.1472277200650914,-0.1372469705704786
-0.20380706460798406,-0.2116133092379525,-0.19364393777478442
-0.23748394158761635,-0.25230545451646985,-0.22473402160382477
-0.24416591595885465,-0.25994850093400007,-0.23012258679090283
-0.2238940654329975,-0.23735905263329965,-0.21468158508305726
-0.17800341562724933,-0.19130262107284904,-0.17896350585366358
-0.12224726882462171,-0.13584807317676864,-0.13352304869019427
-0.07858166171421416,-0.0898341029853043,-0.09760406423411859
-0.05077205116506466,-0.06212805972175724,-0.07996745540610539
-0.03196530567552412,-0.049948723717526206,-0.0746649924590339
-0.024523393645261814,-0.048540421646147955,-0.07107022393875943
-0.0277274551265523,-0.05139241026305969,-0.0613908971246871
-0.02469455077567263,-0.048851805018714,-0.04452920845673307
-0.009577953017789301,-0.03958107279004308,-0.027244183775413384
-0.0033341409004027087,-0.035469396893205066,-0.02006182192153169
-0.019340755736422285,-0.04411028548191284,-0.029999455455623745
-0.04381622538516907,-0.055631470266856546,-0.04863341523037975
-0.05741294782500435,-0.05338101771058376,-0.05508390804420557
-0.0510322100032891,-0.03262448517112437,-0.04313004705662624
-0.02825461908821762,-0.0030006034083637167,-0.030121433628966392
-0.008222388544935634,0.023983596582416594,-0.030989631215699344
-0.00667512808602185,0.04255336861908261,-0.03772713149621374
-0.011830380853995648,0.04718873473341807,-0.03652887532278892
-0.01270670536169903,0.028916192279656003,-0.03332156688254405
-0.024242695951388074,-0.00912211743721894,-0.04023844682973881
-0.05184007165882815,-0.049693955503608535,-0.052845249804034655
-0.07720555838571119,-0.08336582110972779,-0.062101240604741335
-0.08943987006747636,-0.10854541291859124,-0.06742522911181448
-0.09259600755225182,-0.11967736848782738,-0.06847280636522779
-0.08778991533031609,-0.10807126096491113,-0.060178290577927854
-0.0657037992221043,-0.06708896299832083,-0.03543824694937232
-0.024571317641776842,-0.008166736635027663,0.005625346347096153
0.014746898356195965,0.04101768244074552,0.04762171391030251
0.03594984367148794,0.06994802851006363,0.07469369320570275
0.04766383767680423,0.08853903123122278,0.08900819060679564
0.06637473517331471,0.10818449128220786,0.10545371844805122
0.10022276928335781,0.13700868392906027,0.1334871727568582
0.13410503481948308,0.16356119333514674,0.16155650299900126
0.14186872225491773,0.16305873380214245,0.16575398719932172
0.12438330981214869,0.13477238516244958,0.13871070865059035
0.09976406817385683,0.09806453167381136,0.09370793787382112
0.0747135105669297,0.06380528379671525,0.04955901431045042
0.04989572665736128,0.03365771181645716,0.020700413534913777
0.028754397909017203,0.010671957405218124,0.00718953704054891
0.015445219448272096,-0.00042461368986279006,0.00131305916010025
0.006716205797320446,-0.004783980905787435,-0.0031068558269038704
-0.004600703665442752,-0.01296487133047719,-0.013008613427659854
-0.0167665524950436,-0.025639589972881474,-0.030142959188968036
-0.024886246761732744,-0.042730290989858775,-0.05077879604387688
-0.03173253197816541,-0.06544712339751804,-0.0700154714986789
-0.04260443290186049,-0.08378335790475953,-0.08022576212612512
-0.05600945935563565,-0.09034363941313964,-0.07894140371269372
-0.0665185071628598,-0.09180147974833522,-0.07228283048551869
-0.07135198452566126,-0.09298332118511998,-0.0636152049915236
-0.07130406052914623,-0.08997564088192522,-0.053684746644098745
-0.06698405455757722,-0.08010337259261535,-0.04857601373704204
-0.06110309555666155,-0.07083264036394443,-0.052622819017351004
-0.058973900854350995,-0.07064864109833723,-0.0587145524978161
-0.057789493511908145,-0.0743144726208193,-0.05803290976443072
-0.05295601614910668,-0.07322463081683815,-0.05448836755082677
-0.04610288464745758,-0.06556035371481479,-0.05175462143061805
-0.03560068312544987,-0.049693955503608535,-0.04254885693658187
-0.023496450862796912,-0.031145414151435652,-0.028858600775536643
-0.015410988022189934,-0.01980822863209916,-0.01708411945463768
-0.004395315108949772,-0.008301197636817546,0.0014852636401133975
0.016383160522923372,0.016432549797689978,0.031441667975733854
0.04422700249815503,0.05314748018115922,0.0627828833381267
0.07350856436883754,0.09121409747735836,0.08374877877972742
0.09278770353831194,0.11809214404567298,0.091462104446983
0.0937461834686125,0.13021486489125564,0.09782649502080223
0.08600303488882717,0.1350342302711983,0.113073766688633
0.07953329535929829,0.131488705960844,0.12597475231628463
0.06205472920174569,0.10991833051581426,0.11529089936880228
0.023373217728901125,0.07266555612518548,0.07968762312608403
-0.02376345598623779,0.029524805235126003,0.035624801802719895
-0.06368414508325666,-0.014811940881380327,-0.008689151053996737
-0.08561964291670693,-0.052425636908392484,-0.048238779963682955
-0.07472720313736256,-0.06326036289472467,-0.06522962199164685
-0.024735628486971226,-0.03451401609101379,-0.046760691510236777
0.03929767714232351,0.012299643216358819,-0.009930458347424842
0.07780118519954082,0.04154844955307401,0.016223097054571943
0.07889659083417006,0.04331059636600459,0.02332653185511428
0.06028838761590607,0.030805723199545422,0.022156976428358316
0.044740473889387476,0.02156329855019869,0.02778232277545447
0.046445198908279216,0.02844204032597589,0.04550503384347424
0.056310695905158685,0.043586595264415405,0.06046529804461643
0.05042289061902659,0.046466891460651326,0.057731551924407716
0.028268311658650482,0.03871061472582436,0.046975947110253206
0.014384045239725033,0.0376207729218432,0.04648085923021541
0.020237619099774964,0.04098229796659029,0.053074855777385514
0.036326389358391734,0.03729523575961506,0.04811680179034031
0.053606413244667785,0.0338912493458817,0.03202285809577823
0.06182195550438698,0.03387001866138856,0.023627889695137287
0.04326167628263802,0.017791313605250905,0.024761569188557174
